# address	status	binary	raw-score	source-debt	origin	uncertainty	revisit-trigger	tested-scores	before-score	after-score	eliminated-source-defect	audit-state	freeze-scope	tested-forms
0x004C0100	provisional	partial	83.14	clean	CAP-12	triangle and quad viewport reject: retail places the shared reject return between the quad and triangle paths. The build places the accept and reject returns after both paths. Vertex loads, clip conversions, four plane tests, short-circuit order, supported counts, and return values agree. Early-reject and positive-intersection forms scored the same.	revisit if new caller, type, or source-form evidence explains the recorded CAP-12 mismatch	83.14	-	-	-	audited	former-cap	-
0x004C14A0	provisional	partial	36.52	clean	CAP-19	triangle-list dispatch: maskedTexData in EBP vs retail EBX; count register-kept vs retail EBP-spilled; negative-offset index strip vs 3x bump; 5 forms tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-19 mismatch	36.52	-	-	-	audited	former-cap,sub-50	-
0x004C1540	provisional	partial	43.24	clean	deep-audit-2026-07-29	SoftwareRenderer::ProcessIndexedTriangleStrip: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	43.24	-	-	-	audited	sub-50	-
0x004C17B0	provisional	partial	13.33	clean	deep-audit-2026-07-29	SoftwareRenderer::PresentFrame: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	13.33	-	-	-	audited	sub-50	-
0x004C19E0	provisional	partial	68.90	clean	deep-audit-2026-07-29	SoftwareDevice::ProcessVerticesOnBuffer: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	68.90	-	-	-	audited	-	-
0x004C1C40	provisional	partial	98.86	clean	deep-audit-2026-07-29	SoftwareRenderer::InitialiseColourScaleTables: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	98.86	-	-	-	audited	-	-
0x004C2080	provisional	partial	10.71	clean	CAP-03	16-bit clear-colour packing: retail keeps the red channel in SI and assembles the masked blue and green channels through partial registers. The build folds the same 555 and 565 arithmetic into full-register expressions. Direct arithmetic, a uint16 red local, and casted branch expressions were tested.	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	10.71	-	-	-	audited	former-cap,sub-50	-
0x004C2630	provisional	partial	92.59	clean	manual-audit	Retail hoists one safe metadata load across the opacity branch. VC6 duplicates the load. The ABI, alpha updates, metadata bits, call, and return agree.	Revisit when another Material helper confirms the original metadata expression or declaration order.	56.82,74.75,92.59,84.00	56.82	92.59	incorrect void return type and temporary metadata merge	audited	-	void return, float return with metadata local, direct field updates, clear-bit early return
0x004C2910	provisional	partial	93.94	clean	manual-audit-2026-07-31	The ABI, pool layout, list ownership, initialization order, and calls agree. VC6 schedules the shared zero before the array fill. Reccmp also resolves the final tail store to a different nearby data label.	Revisit when the resolver identifies the tail-store operand or another pool initializer confirms the zero declaration order.	34.48,32.79,43.75,93.94	34.48	93.94	a pointer-controlled loop, incorrect node-write order, pointer-derived traversal, and a fixed tail index	audited	-	retail-list-loop,materialized-next-node,loop-scoped-next-node,shared-zero-local,indexed-pool-loop
0x004C2A70	provisional	partial	54.55	clean	deep-audit-2026-07-29	Nu3D::Light::Alloc: engine-record layout, list ownership, or Direct3D value typing remains unresolved after neighboring-family review	revisit when there is a confirmed engine record layout or exact family member that fixes the field and ownership model	54.55	-	-	-	audited	-	-
0x004C2AB0	provisional	partial	86.02	clean	manual-audit-2026-07-31	The ABI, Light layout, calls, field values, and failure paths agree. VC6 assigns the description pointer and active flag to opposite registers. It also schedules independent stores differently.	Revisit when an exact Light constructor confirms the declaration order for the description pointer and active flag.	23.53,26.19,46.24,68.82,70.97,86.02	23.53	86.02	early returns, a description alias, field reloads, and incorrect initialization order	audited	-	nested-construction,direct-description-fields,retail-initialization-order,color-before-active,active-colors-size-order,directional-family-order
0x004C2BE0	provisional	partial	87.23	clean	manual-audit-2026-07-31	The ABI, Light layout, list ownership, calls, field values, and failure paths agree. VC6 assigns the description pointer and active flag to opposite registers. It also schedules independent stores differently.	Revisit when an exact Light constructor confirms the declaration order for the description pointer and active flag.	47.06,48.81,68.85,64.95,76.50,79.79,56.47,87.23,57.65	47.06	87.23	early returns, a description alias, repeated range loads, and incorrect initialization order	audited	-	nested-construction,direct-description-fields,shared-range-local,retail-initialization-order,post-transform-range-local,shared-active-local,description-reference
0x004C2D20	provisional	partial	87.50	clean	manual-audit-2026-07-31	The ABI, Light layout, calls, values, and failure paths agree. VC6 assigns the descriptor pointer and active flag to opposite registers. It also schedules the type store differently.	Revisit when an exact Light constructor confirms the declaration order for the descriptor pointer and active flag.	32.95,87.50,80.21	32.95	87.50	early returns, a descriptor alias, field reloads, and incorrect initialization order	audited	-	directional-family-order,direct-enabled-field,selected-family-order
0x004C2E70	provisional	partial	80.18	clean	manual-audit-2026-07-31	The ABI, Light layout, calls, fields, color order, and branches agree. VC6 compares each channel with a reused 255 register. The build compares with the immediate 256. It also places equivalent clamp stores differently.	Revisit when another inlined color clamp confirms the original bound expression and result-assignment form.	27.64,64.57,56.87,65.40,80.18,68.25,60.82	27.64	80.18	a descriptor alias, uninlined color conversion, wrong ambient channel order, and flat clamp flow	audited	-	direct-description-fields,inline-color-clamp,ambient-channel-order,nested-color-clamp,inclusive-color-clamp,assigned-color-clamp,inline-keyword-color-clamp
0x004C3740	provisional	partial	81.64	clean	deep-audit-2026-07-29	NGNLoader::ParseGscale: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	81.64	-	-	-	audited	-	-
0x004C3BE0	provisional	partial	79.07	clean	manual-audit-2026-07-31	The ABI, portal layouts, allocation failures, field writes, stream reads, and index updates agree. VC6 saves ESI after allocation. The build saves it eagerly.	Revisit when an exact loader sibling confirms the loop variable declaration and allocation form.	68.80,75.20,49.10,79.07,77.04	68.80	79.07	a portal pointer alias, an increment in the fread argument, and incorrect loop exit flow	audited	-	direct-index,do-while,for-loop,guarded-while,assignment-check
0x004C3CA0	provisional	partial	30.52	clean	deep-audit-2026-07-29	NGNLoader::Parse266: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	30.52	-	-	-	audited	sub-50	-
0x004C3DF0	provisional	partial	91.18	clean	deep-audit-2026-07-29	NGNLoader::ParseAreaPortalIdx: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	91.18	-	-	-	audited	-	-
0x004C3EB0	provisional	partial	46.76	clean	deep-audit-2026-07-29	NGNLoader::ParseLinker: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	46.76	-	-	-	audited	sub-50	-
0x004C4080	provisional	partial	71.97	clean	deep-audit-2026-07-29	NGNLoader::ParseTextures: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	71.97	-	-	-	audited	-	-
0x004C4220	provisional	partial	72.16	clean	deep-audit-2026-07-29	NGNLoader::ParseCreatures: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	72.16	-	-	-	audited	-	-
0x004C4370	provisional	partial	20.65	clean	CAP-09	textured span: retail uses an EBP frame and reuses argument slots for UV, RGB, and loop state. The build uses an FPO frame and different register homes. Edge order, UV clamps and steps, colour steps, two texture samples per pixel pair, LUT conversion, and odd endpoints agree.	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	20.65	-	-	-	audited	former-cap,sub-50	-
0x004C4640	provisional	partial	20.65	clean	CAP-09	pair-sampled textured span: retail uses an EBP frame and reuses argument slots for UV, RGB, and loop state. The build uses an FPO frame and different register homes. Edge order, UV clamps and steps, colour steps, one-sample pixel pairs, LUT conversion, and odd endpoints agree.	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	20.65	-	-	-	audited	former-cap,sub-50	-
0x004C48E0	provisional	partial	9.29	clean	CAP-09	untextured opaque 555 paired-pixel span: retail uses an EBP frame with two locals, homes the pair counter and three colour accumulators in incoming parameter slots, and duplicates the packed word with PUSH AX / SHL EAX,16 / POP AX; the build compiles FPO and register-keeps the walk. Endpoint swap, width/2 interpolation, odd leading/trailing pixels, masks/shifts, paired dword store, and update order agree. 3 packing forms tested with identical score	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	9.29	-	-	-	audited	former-cap,sub-50	-
0x004C4A60	provisional	partial	7.86	clean	CAP-09	565 twin of 0x004C48E0, same whole-frame divergence and paired-pixel algorithm; only green/red packing shifts differ	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	7.86	-	-	-	audited	former-cap,sub-50	-
0x004C4BE0	provisional	partial	33.07	clean	CAP-09	textured additive 555 span: retail uses an EBP frame with four locals, homes UV/RGB steps and count in argument/local slots, and uses push/pop scratch in the blend; build uses FPO with three locals and register-keeps the walk. Endpoint order, UV conversion/clamps, texture sample/transparency test, LUT channel scaling, saturation, packing, and updates agree. Direct-index and MAKEWORD forms tested; MAKEWORD regressed to 29.61%	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	33.07	-	-	-	audited	former-cap,sub-50	-
0x004C4E00	provisional	partial	21.74	clean	CAP-09	untextured additive/saturating 555 span: retail keeps an EBP frame with zero locals and spills the three colour accumulators plus the counter into the incoming parameter slots, and holds the pixel on the stack via PUSH/POP EAX; the build compiles FPO and register-keeps them. Per-pixel AND 0x1f / ADD / CMP 0x20 / JL / MOV 0x1f core matches instruction for instruction. 3 forms tested; the >=0x20 clamp and the dword destination read were both transcribed from retail and each gained	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	21.74	-	-	-	audited	former-cap,sub-50	-
0x004C4F30	provisional	partial	23.48	clean	CAP-09	565 twin of 0x004C4E00, same whole-frame divergence and same matching per-pixel core	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	23.48	-	-	-	audited	former-cap,sub-50	-
0x004C5060	provisional	partial	33.07	clean	CAP-09	565 format twin of 0x004C4BE0; same EBP/FPO frame cascade and algorithm, with green/red destination shifts changed to 6/11	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	33.07	-	-	-	audited	former-cap,sub-50	-
0x004C5280	provisional	partial	38.40	clean	CAP-09	textured subtractive 555 span: retail uses an EBP frame with four locals, homes UV/RGB steps, subtotal, and count in argument/local slots, and uses push/pop scratch in the blend; build uses FPO with three locals and register-keeps the walk. Endpoint order, UV conversion/clamps, texture sample/transparency test, LUT channel subtraction, zero clamps, subtotal packing, and updates agree. Separate channel locals scored 30.03%; reused channel plus output subtotal scored 38.40%	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	38.40	-	-	-	audited	former-cap,sub-50	-
0x004C5490	provisional	partial	17.86	clean	CAP-09	untextured subtractive 555 span: retail keeps an EBP frame with zero locals and spills all three colour accumulators plus the counter into the incoming parameter slots; the build compiles FPO and register-keeps two of them. Core per-pixel mask/subtract/clamp/recombine sequence matches instruction for instruction. 3 forms tested (fresh locals, parameter reuse, running-sum output; the last two each gained)	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	17.86	-	-	-	audited	former-cap,sub-50	-
0x004C55B0	provisional	partial	20.91	clean	CAP-09	565 twin of 0x004C5490, same whole-frame divergence and same matching per-pixel core	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	20.91	-	-	-	audited	former-cap,sub-50	-
0x004C56D0	provisional	partial	38.50	clean	CAP-09	565 format twin of 0x004C5280; same EBP/FPO frame cascade and algorithm, with green/red destination shifts changed to 6/11	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	38.50	-	-	-	audited	former-cap,sub-50	-
0x004C58E0	provisional	partial	39.88	clean	CAP-09	textured colour-table conversion span: retail uses an EBP frame with three locals, homes RGB/UV steps and count in argument/local slots, and holds count with PUSH/POP; build uses FPO with two locals and register-keeps the walk. Endpoint order, UV conversion/clamps, transparent-texel test, three packed LUT channel lookups, destination store, and updates agree. Direct sum and staged uint16 subtotal both scored 39.88%; mutating the texel between lookups regressed to 39.76%	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	39.88	-	-	-	audited	former-cap,sub-50	-
0x004C5AC0	provisional	partial	19.76	clean	CAP-22	textured alpha-blend 555 span: retail reserves 20 FPO bytes and keeps the destination pointer in EBP. The build reserves 12 bytes and keeps it in ESI. Endpoint order, UV and colour steps, transparent-texel skip, source modulation, destination blend, saturation, and packing agree.	revisit if new caller, type, or source-form evidence explains the recorded CAP-22 mismatch	19.76	-	-	-	audited	former-cap,sub-50	-
0x004C5D80	provisional	partial	41.30	clean	CAP-20	untextured default-alpha 555 span: retail reuses dead argument slots for RGB steps and count with no local reservation; build reserves 8 FPO bytes and shifts stack homes. Endpoint walk and per-channel alpha blend agree. Far-endpoint, pairwise swap, retail-shaped saves, 16/32-bit pixel forms, and FIX-06 while form tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-20 mismatch	41.30	-	-	-	audited	former-cap,sub-50	-
0x004C5F00	provisional	partial	30.77	clean	CAP-20	alternate-format twin of 0x004C5D80; same argument-slot/local-slot cap and blend core	revisit if new caller, type, or source-form evidence explains the recorded CAP-20 mismatch	30.77	-	-	-	audited	former-cap,sub-50	-
0x004C6080	provisional	partial	18.93	clean	CAP-22	565 format twin of 0x004C5AC0. The frame and register difference is the same. The green and red extraction and packing shifts agree with the alternate surface format.	revisit if new caller, type, or source-form evidence explains the recorded CAP-22 mismatch	18.93	-	-	-	audited	former-cap,sub-50	-
0x004C6340	provisional	partial	30.60	clean	manual-audit-2026-07-30	The two-argument ABI, cyclic vertex-pointer order, integer scanline bounds, primary-surface row walk, copied VertexTL edge state, fixed-point colour interpolation, UV interpolation, span-rasterizer arguments, edge transitions, and termination agree with the retail disassembly and reconstructed span callees. The quad walker confirms the shared source model. Retail reserves eight fewer stack bytes and assigns the edge cursors, heights, colours, and interpolation steps to different stack slots and registers.	Revisit when original source or an exact rasterizer identifies the shared cursor declarations and local order.	11.95,13.98,22.22,30.60	0.00	30.60	empty body, unknown triangle-walker role, and missing cyclic edge interpolation and span dispatch	audited	sub-50	-
0x004C6B80	provisional	partial	13.88	clean	manual-audit-2026-07-30	The exact callers select this path for a textured quad without alternate pair sampling. The cyclic vertex order, edge interpolation, UV clamps, consecutive texel sampling, color-scale lookup, paired pixel writes, odd endpoint writes, row walk, edge transitions, and termination agree with retail. RasterizeTexturedSpan and RasterizeTexturedQuadPairSample confirm the combined behavior. Retail uses an EBP frame and assigns the edge state to different stack slots and registers.	Revisit when original source or an exact rasterizer identifies the shared declarations and frame choice.	13.88	0.00	13.88	empty body, unknown textured-quad role, and missing cyclic edge interpolation and consecutive texture sampling	audited	sub-50	-
0x004C7630	provisional	partial	19.65	clean	manual-audit-2026-07-30	The exact caller selects this path for a textured quad when alternate pair sampling is active. The cyclic vertex order, edge interpolation, UV clamps, one-texel-per-pair sampling, colour-scale lookup, odd endpoint writes, row walk, edge transitions, and termination agree with retail. RasterizeTexturedSpanPairSample and RasterizeQuadSpans confirm the combined behavior. Retail uses an EBP frame and assigns the edge state to different stack slots and registers.	Revisit when original source or an exact rasterizer identifies the shared declarations and frame choice.	18.70,19.65	0.00	19.65	empty body, unknown alternate-quad role, and missing cyclic edge interpolation and paired texture sampling	audited	sub-50	-
0x004C80D0	provisional	partial	20.63	clean	manual-audit-2026-07-30	The exact callers select this path for an untextured, opaque quad on a 555 surface. The cyclic vertex order, edge interpolation, paired dword stores, odd endpoint writes, channel packing, and row walk agree with retail. RasterizeOpaqueSpan555 confirms the embedded span behavior. The 565 twin confirms the shared source model. Retail uses an EBP frame and assigns the edge state to different stack slots and registers.	Revisit when original source or an exact rasterizer identifies the shared declarations and frame choice.	20.63	0.00	20.63	empty body, unknown opaque-quad role, and missing cyclic edge interpolation and paired 555 pixel fill	audited	sub-50	-
0x004C8930	provisional	partial	20.84	clean	manual-audit-2026-07-30	The exact callers select this path for an untextured, opaque quad on a 565 surface. The cyclic vertex order, edge interpolation, paired dword stores, odd endpoint writes, channel packing, and row walk agree with retail. RasterizeOpaqueQuad555 and RasterizeOpaqueSpan565 confirm the shared behavior. Retail uses an EBP frame and assigns the edge state to different stack slots and registers.	Revisit when original source or an exact rasterizer identifies the shared declarations and frame choice.	20.84	0.00	20.84	empty body, unknown opaque-quad role, and missing cyclic edge interpolation and paired 565 pixel fill	audited	sub-50	-
0x004C9190	provisional	partial	30.33	clean	manual-audit-2026-07-30	The callers confirm the two-argument ABI. The cyclic five-pointer order, scanline bounds, surface row walk, copied VertexTL edge state, colour and UV interpolation, span arguments, edge transitions, and termination agree with the retail disassembly. The reconstructed triangle walker confirms the shared source model. Retail uses a jump table and assigns the edge state to different stack slots and registers.	Revisit when original source or an exact rasterizer identifies the shared cursor declarations, switch form, and local order.	25.86,30.33	0.00	30.33	empty body, unknown quad-walker role, and missing cyclic edge interpolation and span dispatch	audited	sub-50	-
0x004CA420	provisional	partial	86.63	clean	deep-audit-2026-07-29	NGNLoader::ExtractCreatureData: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	86.63	-	-	-	audited	-	-
0x004CAA60	provisional	partial	94.24	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x004CAB80	provisional	partial	40.74	clean	CAP-03	node visibility flags: retail keeps creature in EDI and flags in ESI, build keeps creature in ESI and uses EDI as scratch, 3 forms tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	40.74	-	-	-	audited	former-cap,sub-50	-
0x004CB320	provisional	partial	64.49	clean	deep-audit-2026-07-29	NGNLoader::ExtractShapeTextures: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	64.49	-	-	-	audited	-	-
0x004CB4E0	provisional	partial	86.01	clean	deep-audit-2026-07-29	NGNLoader::ExtractShapeMaterials: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	86.01	-	-	-	audited	-	-
0x004CB970	provisional	partial	59.65	clean	deep-audit-2026-07-29	NGNLoader::ExtractShapeVertices: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	59.65	-	-	-	audited	-	-
0x004CBC90	provisional	partial	38.55	unstructured-control-flow	deep-audit-2026-07-29	NGNLoader::ExtractShapePrimitives: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	38.55	-	-	-	audited	sub-50	-
0x004CC480	provisional	partial	27.94	clean	deep-audit-2026-07-29	Nu3D::Primitive::ComputeBounds: engine-record layout, list ownership, or Direct3D value typing remains unresolved after neighboring-family review	revisit when there is a confirmed engine record layout or exact family member that fixes the field and ownership model	27.94	-	-	-	audited	sub-50	-
0x004CC970	provisional	partial	72.73	clean	deep-audit-2026-07-29	NGNLoader::ExtractShapeData: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	72.73	-	-	-	audited	-	-
0x004CD1B0	provisional	partial	24.78	clean	manual-audit-2026-07-30	The ABI, frame clamp, packed translation and rotation decode, scale mask, root-offset update, matrix-call order, success result, and sentinel exits agree. Retail keeps the current-frame base plus a short offset and gives the matrices different stack homes. The typed KeyframeSample pointers change register allocation and block scheduling.	Revisit when an exact animation sampler or original type evidence identifies the current-frame pointer form and local declaration order.	26.13,27.25,23.37,24.78	0.00	24.78	stub body and untyped packed keyframe sampling, scale, and root-offset behavior	audited	sub-50	-
0x004CD7B0	provisional	partial	72.34	clean	deep-audit-2026-07-29	Toy2::Animation::EvaluateClipToMatrices: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	72.34	-	-	-	audited	-	-
0x004CD880	provisional	partial	76.15	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x004CDC20	provisional	partial	58.06	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x004CE050	provisional	partial	97.97	clean	deep-audit-2026-07-29	Nu3D::Camera::ApplyTransformToCamera: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	97.97	-	-	-	audited	-	-
0x004CE380	provisional	partial	50.53	clean	deep-audit-2026-07-29	Glue::SetBackdrop: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	50.53	-	-	-	audited	-	-
0x004CE4D0	provisional	partial	86.36	clean	deep-audit-2026-07-29	Glue::BackdropBltFast: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	86.36	-	-	-	audited	-	-
0x004DB600	provisional	partial	93.11	clean	deep-audit-2026-07-29	Nu3D_FMV_CreateFMVInstance: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	93.11	-	-	-	audited	-	-
0x004DB950	provisional	partial	77.99	clean	deep-audit-2026-07-29	Nu3D_FMV_UpdateAndRenderFMV: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	77.99	-	-	-	audited	-	-
